"component_name","final_classification","batch","priority","risk_level","effort","consumer_apps","repo_ui_status","spec_required","migration_complexity"
"AppProductByCategoryBySlugDetailAsuransiPage","KEEP_APP_LOCAL","N/A","P0","LOW","XS","teman-affiliate-microsite","missing","no","low"
"AppProductByCategoryBySlugFormDeklarasiPage","KEEP_APP_LOCAL","N/A","P0","LOW","XS","teman-affiliate-microsite","missing","no","low"
"AppProductByCategoryBySlugFormPemegangPolisPage","KEEP_APP_LOCAL","N/A","P0","LOW","XS","teman-affiliate-microsite","missing","no","low"
"AppProductByCategoryBySlugPage","KEEP_APP_LOCAL","N/A","P0","LOW","XS","teman-affiliate-microsite","missing","no","low"
"AppProductByCategoryBySlugPerluasanPage","KEEP_APP_LOCAL","N/A","P0","LOW","XS","teman-affiliate-microsite","missing","no","low"
"AppProductByCategoryBySlugRiplayPage","KEEP_APP_LOCAL","N/A","P0","LOW","M","teman-affiliate-microsite","missing","no","low"
"AppProductByCategoryPage","KEEP_APP_LOCAL","N/A","P0","LOW","XS","teman-affiliate-microsite","missing","no","low"
"AppProductByCategoryResultsPage","KEEP_APP_LOCAL","N/A","P0","LOW","XS","teman-affiliate-microsite","missing","no","low"
"AppProductCategoryParamPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"AppProductPage","KEEP_APP_LOCAL","N/A","P0","LOW","XS","teman-affiliate-microsite","missing","no","low"
"AppPromoPage","KEEP_APP_LOCAL","N/A","P2","LOW","S","teman-affiliate-microsite","missing","no","low"
"AppPromotionsCampaignsPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"AppRakanIncentivePage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"AppRakanRakanListPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"AppSidebar","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","S","teman-affiliate-admin|ticket-portal","partial","no","high"
"AppTermsAndConditionsPage","KEEP_APP_LOCAL","N/A","P2","MEDIUM","M","getrev-da-microsite|teman-affiliate-microsite","missing","no","low"
"AppTestRecommendationPage","KEEP_APP_LOCAL","N/A","P2","LOW","M","teman-affiliate-microsite","missing","no","low"
"AppTransactionsTransactionsListPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"AppUnauthorized","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","S","teman-affiliate-admin|ticket-portal","partial","no","high"
"AppUser","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","S","teman-affiliate-admin|ticket-portal","partial","no","high"
"AppVerifyPaymentPage","MIGRATE_AFTER_SPLIT","1.5","P1","LOW","M","gegm-friendcover","partial","no","high"
"AreaChart","KEEP_APP_LOCAL","N/A","P3","LOW","XS","teman-affiliate-portal","partial","no","low"
"ArrangeShell","KEEP_APP_LOCAL","N/A","P0","HIGH","S","agent-portal","partial","no","low"
"ArrangeView","SPLIT","1.5","P0","HIGH","L","agent-portal|teman-affiliate-portal","partial","no","high"
"ArrangeViewContainer","KEEP_APP_LOCAL","1.5","P0","HIGH","S","agent-portal|teman-affiliate-portal","partial","no","low"
"ArrangeViewShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","teman-affiliate-portal","partial","no","low"
"ArrayField","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"ArticleFormEnglish","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","mykawan-website","missing","no","low"
"ArticleFormIndonesian","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","mykawan-website","missing","no","low"
"ArticleFormMalay","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","mykawan-website","missing","no","low"
"ArticleKenapaAsuransiPentingYukKulikKonsepDanManfaatnyaPage","KEEP_APP_LOCAL","N/A","P2","LOW","S","ecommerce-teman","missing","no","low"
"ArticleLanguageSelectModal","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","mykawan-website","missing","no","low"
"ArticleMengapaAsuransiMobilSangatPentingIni5AlasanUtamaPage","KEEP_APP_LOCAL","N/A","P2","LOW","S","ecommerce-teman","missing","no","low"
"ArticlePanduanPraktisCaraMemilihAsuransiPerjalananYangTepatBuatKamuPage","KEEP_APP_LOCAL","N/A","P2","LOW","S","ecommerce-teman","missing","no","low"
"ArticleProfile","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","mykawan-website","missing","no","low"
"Assign Plan","SPLIT","1.5","P0","HIGH","L","admin-portal-boost","missing","no","high"
"Assign Plan Shell","KEEP_APP_LOCAL","N/A","P0","HIGH","L","admin-portal-boost","missing","no","low"
"AssigneTicket","SPLIT","1.5","P0","LOW","M","ticket-portal","partial","no","high"
"AssigneTicketContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","ticket-portal","partial","no","low"
"AssigneTicketShell","KEEP_APP_LOCAL","N/A","P1","LOW","M","ticket-portal","partial","no","low"
"AssignPlan","KEEP_APP_LOCAL","1.5","P2","LOW","M","admin-portal","missing","no","low"
"Auth","NEW_SHARED_COMPONENT","4","P0","HIGH","M","customer-portal|teman-affiliate-admin","missing","yes","high"
"AuthAuthPage","SPLIT","1.5","P1","MEDIUM","M","ecommerce-teman","missing","no","high"
"AuthAuthPageContainer","KEEP_APP_LOCAL","1.5","P1","MEDIUM","M","ecommerce-teman","missing","no","low"
"AuthAuthPageShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","ecommerce-teman","missing","no","low"
"AuthCallbackPage","KEEP_APP_LOCAL","N/A","P2","medium","S","boost-product-fe","partial","no","low"
"AuthGuard commented","KEEP_APP_LOCAL","N/A","P3","low","S","boost-product-fe","partial","no","low"
"AuthLoginPage","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"AuthOtpPage","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"AuthPageShell","KEEP_APP_LOCAL","N/A","P3","LOW","S","ecommerce-gelm","missing","no","low"
"AuthView","SPLIT","1.5","P1","MEDIUM","XS","claim-portal","missing","no","high"
"AuthViewContainer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","XS","claim-portal","missing","no","low"
"AuthViewShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","claim-portal","missing","no","low"
"Autocomplete","SPLIT","1.5","P0","MEDIUM","L","teman-affiliate-admin","missing","no","high"
"AutocompleteContainer","KEEP_APP_LOCAL","N/A","P0","MEDIUM","S","teman-affiliate-admin","missing","no","low"
"AutocompleteShell","NEW_SHARED_COMPONENT","4","P0","MEDIUM","S","teman-affiliate-admin","missing","yes","medium"
"Avatar","NEW_SHARED_COMPONENT","4","P0","LOW","M","teman-affiliate-admin|ticket-portal","partial","yes","low"
"Back","MIGRATE_AFTER_SPLIT","1.5","P0","LOW","M","teman-affiliate-admin|ticket-portal","partial","no","high"
"BackContainer","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"BackShell","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"BackToTop","NEW_SHARED_COMPONENT","4","P1","LOW","XS","mykawan-website","missing","yes","low"
"Badge","NEW_SHARED_COMPONENT","4","P1","MEDIUM","S","admin-portal|admin-portal-boost|boost-product-fe|teman-affiliate-admin|ticket-portal","partial","yes","medium"
"Bar","MIGRATE_AFTER_SPLIT","1.5","P0","LOW","M","teman-affiliate-admin|ticket-portal","partial","no","high"
"BarChart","KEEP_APP_LOCAL","N/A","P3","LOW","S","agent-admin","missing","no","low"
"Barchart Horizontal","KEEP_APP_LOCAL","N/A","P2","LOW","S","admin-portal-boost","missing","no","low"
"Barchart Vertical","KEEP_APP_LOCAL","N/A","P2","LOW","S","admin-portal-boost","missing","no","low"
"BarchartHorizontal","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","admin-portal","missing","no","low"
"BarchartVertical","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","admin-portal","missing","no","low"
"BarContainer","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"Bars3","NEW_SHARED_COMPONENT","4","P3","LOW","XS","teman-affiliate-admin|ticket-portal","partial","yes","low"
"Bars3CenterLeft","NEW_SHARED_COMPONENT","4","P3","LOW","XS","teman-affiliate-admin|ticket-portal","partial","yes","low"
"BarShell","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"BarStack","MIGRATE_AFTER_SPLIT","1.5","P0","LOW","M","teman-affiliate-admin|ticket-portal","partial","no","high"
"BarStackChart","KEEP_APP_LOCAL","N/A","P3","LOW","S","agent-admin","missing","no","low"
"BarStackContainer","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"BarStackShell","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"BarVertical","MIGRATE_AFTER_SPLIT","1.5","P0","LOW","M","teman-affiliate-admin|ticket-portal","partial","no","high"
"BarVerticalChart","KEEP_APP_LOCAL","N/A","P3","LOW","S","agent-admin","missing","no","low"
"BarVerticalContainer","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"BarVerticalShell","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"Benefit Form","SPLIT","1.5","P0","HIGH","L","admin-portal-boost","missing","no","high"
"Benefit Form Shell","KEEP_APP_LOCAL","N/A","P0","HIGH","L","admin-portal-boost","missing","no","low"
"Benefit List","SPLIT","1.5","P0","HIGH","L","admin-portal-boost","missing","no","high"
"Benefit List Shell","KEEP_APP_LOCAL","N/A","P0","HIGH","L","admin-portal-boost","missing","no","low"
"BenefitDialog","SPLIT","1.5","P0","HIGH","XL","teman-affiliate-portal","partial","no","high"
"BenefitDialogContainer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","teman-affiliate-portal","partial","no","low"
"BenefitDialogShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","teman-affiliate-portal","partial","no","low"
"BenefitForm","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"BenefitList","KEEP_APP_LOCAL","1.5","P2","LOW","M","admin-portal","missing","no","low"
"BenefitsPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"BillingDetailActions","KEEP_APP_LOCAL","1.5","P2","LOW","S","admin-portal","missing","no","low"
"BillingDetailInfo","KEEP_APP_LOCAL","1.5","P2","LOW","S","admin-portal","missing","no","low"
"BillingPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"BoardColumn","KEEP_APP_LOCAL","N/A","P2","HIGH","M","ticket-portal","partial","no","low"
"BodyWrapper","EXTEND_EXISTING","3","P2","LOW","S","haruuz-microsite","partial","yes","low"
"Bold","KEEP_APP_LOCAL","N/A","P3","LOW","XS","ticket-portal","partial","no","low"
"BottomsheetLanguage","KEEP_APP_LOCAL","N/A","P3","LOW","XS","teman-affiliate-portal","partial","no","low"
"BottomSheetModal","NEW_SHARED_COMPONENT","4","P1","LOW","S","claim-portal","partial","yes","low"
"BottomsheetOption","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","teman-affiliate-portal","partial","no","low"
"Box","EXTEND_EXISTING","3","P0","LOW","S","admin-portal|admin-portal-boost|affiliate-admin|affiliate-portal|agent-admin|agent-microsite|agent-portal|agent-web-portal|boost-product-fe|claim-portal|customer-portal|ecommerce-gelm|ecommerce-teman|gegm-friendcover|gegm-friendcover-admin|gelm-xproject-microsite|gen-ai-portal|getrev-da-microsite|grab-landing-page|haruuz-microsite|mykawan-website|partner-portal|sso-portal|teman-affiliate-admin|teman-affiliate-microsite|teman-affiliate-portal|ticket-portal","exists","yes","low"
"Breadcrumb","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","admin-portal|admin-portal-boost|agent-web-portal|claim-portal","partial","yes","medium"
"Breadcrumbs","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","agent-admin|teman-affiliate-admin|ticket-portal","partial","no","high"
"BreadcrumbsContainer","KEEP_APP_LOCAL","N/A","P0","MEDIUM","XS","agent-admin|teman-affiliate-admin","missing","no","low"
"BreadcrumbsShell","NEW_SHARED_COMPONENT","4","P0","MEDIUM","XS","agent-admin|teman-affiliate-admin","partial","yes","medium"
"BrokerFeeForm","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"BrokerFeePage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"BubbleOrnament","KEEP_APP_LOCAL","N/A","P3","LOW","XS","mykawan-website","missing","no","low"
"BurgerMenuTeman","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"Button","NEW_SHARED_COMPONENT","4","P0","HIGH","S","admin-portal|admin-portal-boost|affiliate-admin|affiliate-portal|agent-admin|agent-portal|agent-web-portal|boost-product-fe|partner-portal|teman-affiliate-admin|teman-affiliate-portal|ticket-portal","partial","yes","high"
"ButtonAddSelectPlan (Components)","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-microsite","partial","no","low"
"ButtonBack","KEEP_APP_LOCAL","N/A","P3","LOW","XS","claim-portal","missing","no","low"
"ButtonCalendar","NEW_SHARED_COMPONENT","4","P1","MEDIUM","S","admin-portal|agent-web-portal|partner-portal","partial","yes","medium"
"ButtonHeader","SPLIT","1.5","P2","LOW","S","customer-portal|sso-portal","missing","no","high"
"ButtonHeaderShell","NEW_SHARED_COMPONENT","4","P2","LOW","S","sso-portal","missing","yes","low"
"ButtonSelectProduct","SPLIT","1.5","P1","HIGH","XS","agent-microsite|ecommerce-gelm","partial","no","high"
"ButtonSelectProductShell","KEEP_APP_LOCAL","N/A","P2","MEDIUM","M","ecommerce-gelm","missing","no","low"
"ButtonSubmit","KEEP_APP_LOCAL","N/A","P3","LOW","XS","claim-portal","missing","no","low"
"CalcFamily","SPLIT","1.5","P0","HIGH","L","mykawan-website","missing","no","high"
"CalcFamilyShell","KEEP_APP_LOCAL","N/A","P2","HIGH","M","mykawan-website","missing","no","low"
"CalcFinanceInsurance","SPLIT","1.5","P0","HIGH","XL","mykawan-website","missing","no","high"
"CalcFinanceInsuranceShell","KEEP_APP_LOCAL","N/A","P2","HIGH","M","mykawan-website","missing","no","low"
"CalcHouseholdBills","SPLIT","1.5","P0","HIGH","L","mykawan-website","missing","no","high"
"CalcHouseholdBillsShell","KEEP_APP_LOCAL","N/A","P2","HIGH","M","mykawan-website","missing","no","low"
"CalcIncome","SPLIT","1.5","P0","HIGH","XL","mykawan-website","missing","no","high"
"CalcIncomeShell","KEEP_APP_LOCAL","N/A","P2","HIGH","M","mykawan-website","missing","no","low"
"CalcLeisure","SPLIT","1.5","P0","HIGH","XL","mykawan-website","missing","no","high"
"CalcLeisureShell","KEEP_APP_LOCAL","N/A","P2","HIGH","M","mykawan-website","missing","no","low"
"CalcLivingCosts","SPLIT","1.5","P0","HIGH","XL","mykawan-website","missing","no","high"
"CalcLivingCostsShell","KEEP_APP_LOCAL","N/A","P2","HIGH","M","mykawan-website","missing","no","low"
"CalcTravel","SPLIT","1.5","P0","HIGH","L","mykawan-website","missing","no","high"
"CalcTravelShell","KEEP_APP_LOCAL","N/A","P2","HIGH","M","mykawan-website","missing","no","low"
"Calendar","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","admin-portal|admin-portal-boost|agent-web-portal|partner-portal|teman-affiliate-admin|ticket-portal","partial","yes","medium"
"CalendarIcon","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-admin","missing","no","low"
"CalenderIcon","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","affiliate-admin|agent-web-portal","partial","no","low"
"CallbackAuthPage","SPLIT","1.5","P0","HIGH","L","haruuz-microsite","partial","no","high"
"CallbackAuthPageContainer","KEEP_APP_LOCAL","N/A","P1","LOW","XS","haruuz-microsite","missing","no","low"
"CallbackAuthPageShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","haruuz-microsite","missing","no","low"
"CallbackLoginPage","SPLIT","1.5","P0","HIGH","L","haruuz-microsite","partial","no","high"
"CallbackLoginPageContainer","KEEP_APP_LOCAL","N/A","P1","LOW","XS","haruuz-microsite","missing","no","low"
"CallbackLoginPageShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","haruuz-microsite","missing","no","low"
"CampaignAddPage","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"CampaignAddView","SPLIT","1.5","P1","HIGH","L","affiliate-admin","missing","no","high"
"CampaignAddViewShell","KEEP_APP_LOCAL","1.5","P2","HIGH","L","affiliate-admin","missing","no","low"
"CampaignAnalyticsPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"CampaignDetailPage","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"CampaignDetailView","SPLIT","1.5","P1","HIGH","L","affiliate-admin","missing","no","high"
"CampaignDetailViewShell","KEEP_APP_LOCAL","1.5","P2","HIGH","L","affiliate-admin","missing","no","low"
"CampaignForm","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"CampaignListPage","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"CampaignListView","SPLIT","1.5","P1","MEDIUM","L","affiliate-admin","missing","no","high"
"CampaignListViewShell","KEEP_APP_LOCAL","1.5","P2","MEDIUM","L","affiliate-admin","missing","no","low"
"CampaignManagement","SPLIT","1.5","P1","high","XL","boost-product-fe","partial","no","high"
"CampaignManagementShell","KEEP_APP_LOCAL","N/A","P2","medium","XL","boost-product-fe","missing","no","low"
"CampaignPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"CampaignsHeader","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"CampaignsPage","KEEP_APP_LOCAL","N/A","P3","low","S","boost-product-fe","partial","no","low"
"CampaignsTable","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"CancellationView","SPLIT","1.5","P0","HIGH","L","claim-portal","missing","no","high"
"CancellationViewContainer","KEEP_APP_LOCAL","N/A","P0","HIGH","L","claim-portal","missing","no","low"
"CancellationViewShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","claim-portal","missing","no","low"
"CarAddon","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"Card","NEW_SHARED_COMPONENT","4","P1","LOW","XS","admin-portal|admin-portal-boost|agent-admin","missing","yes","low"
"Card primitives","NEW_SHARED_COMPONENT","4","P2","medium","M","boost-product-fe","partial","yes","medium"
"CardAccountInfo","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"CardAccountInfoMYS","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"CardDocuments","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","M","customer-portal","missing","no","high"
"CardInsuredInfo","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"CardInsuredNames","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"CardJourney","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"CardPaymentInfo","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","customer-portal","missing","no","high"
"CardPersonalInfo","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"CardPlan","SPLIT","1.5","P1","MEDIUM","L","gegm-friendcover","partial","no","high"
"CardPlanShell","KEEP_APP_LOCAL","N/A","P2","LOW","M","gegm-friendcover","partial","no","low"
"CardPolicyHolder","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","S","customer-portal","missing","no","high"
"CardSelectPlan","SPLIT","1.5","P1","HIGH","L","haruuz-microsite","partial","no","high"
"CardSelectPlanContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"CardSelectPlanShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"CardStatistic","NEW_SHARED_COMPONENT","4","P2","LOW","S","teman-affiliate-portal","partial","yes","low"
"CarouselArrow","NEW_SHARED_COMPONENT","4","P1","LOW","XS","gegm-friendcover","missing","yes","low"
"CarouselCustomPaging","NEW_SHARED_COMPONENT","4","P1","LOW","XS","gegm-friendcover","missing","yes","low"
"CarouselHero","SPLIT","1.5","P1","MEDIUM","M","ecommerce-teman","missing","no","high"
"CarouselHeroContainer","KEEP_APP_LOCAL","1.5","P1","MEDIUM","M","ecommerce-teman","missing","no","low"
"CarouselHeroShell","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","ecommerce-teman","missing","yes","medium"
"CarouselPartner","SPLIT","1.5","P1","MEDIUM","M","ecommerce-teman","missing","no","high"
"CarouselPartnerContainer","KEEP_APP_LOCAL","1.5","P1","MEDIUM","M","ecommerce-teman","missing","no","low"
